"CATEGORY","HANDLE","PARCELID","PROPERTYADDRESS"
"Fenced & Locked or Paved Lot","14534000100","45349100000","2740 BURD AV "
"Fenced & Locked or Paved Lot","14502050220","45029110000","5120 MAFFITT AV "
"Vacant Building","14502050250","45029125000","5125 NORTHLAND AV "
"Vacant Building","14500020200","45009250000","5045 TERRY AV "
"Vacant Building","14501050130","45019065000","5044 MAFFITT AV "
"Fenced & Locked or Paved Lot","14565000620","45659620000","4001 WEST BELLE PL "
"Vacant Lot","14551000230","45519230000","5555 CLEMENS AV "
"Ranken Tech","14560000025","45609025000","4468 FINNEY AV "
"Vacant Building","14541000250","45419250000","5922 CLEMENS AV "
"Fenced & Locked or Paved Lot","14556000250","45569250000","4545 WASHINGTON BLVD "
"Vacant Lot","14532000350","45329350000","2535 BURD AV "
"Vacant Lot","10386000115","03869115000","1729 S 9TH ST "
"Fenced & Locked or Paved Lot","11283000140","12839140000","3218 ST VINCENT AV "
"Fenced & Locked or Paved Lot","12077000120","20779120000","2640 NEBRASKA AV "
"Vacant Lot","14584000020","45849020000","4064 WASHINGTON BLVD "
"Rehab","14405110190","44059340000","4100 SHREVE AV "
"Vacant Building","14239020160","42399110000","1018 BITTNER ST "
"Vacant Building","14239020190","42399125000","1010 BITTNER ST "
"Vacant Lot","14372000046","43729046000","4133 GERALDINE AV "
"Vacant Lot","11625000135","16259135000","3708 MICHIGAN AV "
"Rehab","14343060080","43439040000","4330 DARDENNE DR "
"Fenced & Locked or Paved Lot","14162000105","41629105000","4248 JUNIATA ST "
"Vacant Building","14161000500","41619500000","4259 WYOMING ST "
"Vacant Building","14015050140","40159070000","5905 VICTORIA AV "
"Vacant Building","14333020020","43339220000","8504 PARK LA "
"Vacant Lot","14338280050","43389105000","4865 NORWICH PL "
"Fenced & Locked or Paved Lot","14383160170","43839165000","4103 N EUCLID AV "
"Fenced & Locked or Paved Lot","14127000200","41279200000","3469 OAK HILL AV "
"Vacant Building","14328010130","43289065000","8645 TRAFFORD LA "
"Vacant Building","14328010140","43289070000","8641 TRAFFORD LA "
"Vacant Building","14293000040","42939040000","8434 N BROADWAY "
"Fenced & Locked or Paved Lot","14259180020","42599010000","630 BADEN AV "
"Fenced & Locked or Paved Lot","13949000020","39499020000","3821 SARPY AV "
"Fenced & Locked or Paved Lot","13949000030","39499030000","3841 SARPY AV "
"Fenced & Locked or Paved Lot","13973000465","39739465000","1114 S NEWSTEAD AV "
"Fenced & Locked or Paved Lot","13920000180","39209180000","3953 LACLEDE AV "
"Fenced & Locked or Paved Lot","13926000525","39269525000","3845 WESTMINSTER PL "
"Fenced & Locked or Paved Lot","13953000115","39539115000","412 S SARAH ST "
"Vacant Lot","14427000180","44279180000","4125 HARRIS AV "
"Fenced & Locked or Paved Lot","14424000345","44249345000","4132 N NEWSTEAD AV "
"Vacant Lot","14425000040","44259040000","4328 LEE AV "
"Vacant Lot","14479000250","44799250000","4722 LABADIE AV "
"Vacant Building","14471000010","44719010000","4660 COTTAGE AV "
"Vacant Building","14477010220","44779105000","4738 HIGHLAND AV "
"Vacant Lot","14477010230","44779110000","4724 HIGHLAND AV "
"Vacant Lot","14477110280","44779755000","4708 CUPPLES PL "
"Vacant Lot","14469050250","44699125000","3013 N NEWSTEAD AV "
"Vacant Lot","14471000220","44719220000","4647 ST FERDINAND AV "
"Fenced & Locked or Paved Lot","14467030180","44679090000","3114 ROLLA PL "
"Fenced & Locked or Paved Lot","12124000105","21249105000","3621 PARK AV "
"Vacant Lot","11929000320","19299320000","3725 KOSSUTH AV "
"Vacant Lot","11273000280","12739280000","1104 S COMPTON AV "
"Vacant Lot","14603050270","46039135000","1116 BERTHOLD AV "
"Vacant Building","14570000290","45709290000","4415 ENRIGHT AV "
"Vacant Lot","14551000260","45519260000","5573 CLEMENS AV "
"Vacant Lot","14553060290","45539370000","4540 NEWBERRY TER "
"Vacant Lot","14553060320","45539385000","4530 NEWBERRY TER "
"Vacant Lot","11497000110","14979110000","3282 GRAVOIS AV "
"Vacant Lot","14565000330","45659330000","3934 C D BANKS AV "
"Vacant Lot","14568000260","45689260000","4329 WEST BELLE PL "
"Fenced & Locked or Paved Lot","14578000360","45789360000","518 N TAYLOR AV "
"Vacant Lot","11929000140","19299140000","3714 LEE AV "
"Northside Regeneration VL","12353000200","23539200000","2713 MADISON ST "
"Vacant Building","12389000220","23899220000","3721 SULLIVAN AV "
"Vacant Lot","12293000250","22939250000","1109 N GRAND BLVD "
"Vacant Building","14572000050","45729050000","4362 ENRIGHT AV "
"Vacant Lot","14582000030","45829030000","4370 WASHINGTON BLVD "
"Vacant Lot","14572000190","45729190000","4305 DELMAR BLVD "
"Vacant Building","11501000180","15019180000","3225 MICHIGAN AV "
"Vacant Lot","11929000220","19299220000","4123 OBEAR AV "
"Vacant Building","11619000150","16199150000","3212 WINNEBAGO ST "
"Vacant Building","14448060010","44489245000","4562 LEXINGTON AV "
"Vacant Lot","14481100100","44819515000","4859 GREER AV "
"Fenced & Locked or Paved Lot","14465000200","44659200000","4242 W ASHLAND AV "
"Fenced & Locked or Paved Lot","14465000240","44659240000","3135 MARNICE PL "
"Vacant Lot","14468060180","44689090000","4306 LABADIE AV "
"Vacant Lot","14468060200","44689100000","4300 W LABADIE AV "
"Vacant Building","11939000060","19399060000","4028 GROVE ST "
"Vacant Lot","11939000080","19399080000","4030 GROVE ST "
"Fenced & Locked or Paved Lot","12077000185","20779185000","2618 NEBRASKA AV "
"Vacant Building","11503000310","15039310000","3321 MINNESOTA AV "
"Fenced & Locked or Paved Lot","11503000360","15039360000","3335 MINNESOTA AV "
"Fenced & Locked or Paved Lot","11625000060","16259060000","3732 MICHIGAN AV "
"Vacant Lot","14469050370","44699185000","4435 LABADIE AV "
"Vacant Building","14391110260","43919620000","4814 CALVIN AV "
"Vacant Building","14390310010","43909590000","4892 ANDERSON AV "
"Vacant Lot","11266000035","12669035000","2919 PARK AV "
"Vacant Lot","11267000090","12679090000","3030 CAROLINE ST "
"Vacant Lot","14441070380","44419205000","4161 LEXINGTON AV "
"Fenced & Locked or Paved Lot","14424000180","44249180000","4319 KOSSUTH AV "
"Fenced & Locked or Paved Lot","14445000150","44459150000","4319 LEXINGTON AV "
"Vacant Lot","13767000300","37679300000","1131 AUBERT AV "
"Vacant Lot","13770000580","37709580000","4853 FOUNTAIN AV "
"Vacant Lot","13785000270","37859270000","1327 BAYARD AV "
"Vacant Lot","13776000230","37769230000","4541 EVANS AV "
"Fenced & Locked or Paved Lot","13790000610","37909610000","5089 MINERVA AV "
"Vacant Lot","13773000493","37739493000","4747 VERNON AV "
"Vacant Lot","13777050050","37779025000","4740 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","13546000340","35469340000","4541 MARY AV "
"Fenced & Locked or Paved Lot","11880000190","18809190000","1715 N GRAND BLVD "
"Fenced & Locked or Paved Lot","13077000020","30779020000","7503 ALABAMA AV "
"Vacant Lot","13118000080","31189080000","7729 VULCAN ST "
"Vacant Lot","12994000115","29949115000","5220 PAGE BLVD "
"Vacant Lot","13587000680","35879680000","3927 SHERMAN PL "
"Fenced & Locked or Paved Lot","13399000230","33999230000","1922 E WARNE AV "
"Fenced & Locked or Paved Lot","13399000250","33999250000","1914 E WARNE AV "
"Vacant Lot","13304000130","33049130000","3772 LEE AV "
"Vacant Lot","13681000320","36819320000","1520 ANNIE MALONE DR "
"Vacant Lot","13704000300","37049300000","4427 NORTH MARKET ST "
"Vacant Lot","13682000090","36829090000","4252 ALDINE AV "
"Vacant Lot","13686000050","36869050000","4270 W ST FERDINAND AV "
"Vacant Lot","13655000310","36559310000","4029 GARFIELD AV "
"Vacant Lot","13655000350","36559350000","4047 GARFIELD AV "
"Vacant Building","13668000040","36689040000","4150 ST LOUIS AV "
"Vacant Building","13674000190","36749190000","4222 MAFFITT AV "
"Vacant Lot","14513020020","45139305000","5368 COTE BRILLIANTE AV "
"Vacant Building","14503060290","45039320000","2610 UNION BLVD "
"Vacant Building","11622000020","16229020000","3738 S COMPTON AV "
"Vacant Lot","11283000090","12839090000","3302 ST VINCENT AV "
"Vacant Building","11879000020","18799020000","3646 GARFIELD AV "
"Fenced & Locked or Paved Lot","11284000015","12849015000","1533 LOUISIANA AV "
"Vacant Building","11622000200","16229200000","3719 MICHIGAN AV "
"Vacant Lot","14584000040","45849040000","4056 WASHINGTON BLVD "
"Vacant Building","14572000040","45729040000","4364 ENRIGHT AV "
"Garden Lot","14576000011","45769011000","4628 OLIVE ST "
"Vacant Lot","14582000010","45829010000","528 N NEWSTEAD AV "
"Ranken Tech","14555000350","45559350000","4351 COOK AV "
"Ranken Tech","14558000370","45589370000","4363 FINNEY AV "
"Fenced & Locked or Paved Lot","14555000410","45559410000","1216 N NEWSTEAD AV "
"Vacant Lot","14565000490","45659490000","3923 WEST BELLE PL "
"Vacant Building","11622000340","16229340000","3145 CHIPPEWA ST "
"Vacant Lot","11936000010","19369010000","4800 N BROADWAY "
"Vacant Lot","14822000100","48229100000","3006 BELT AV "
"Rehab","10809000230","08099230000","2330 S 9TH ST "
"Vacant Building","11489000140","14899140000","3500 HUMPHREY ST "
"Vacant Building","14478000020","44789020000","4830 MAFFITT AV "
"Fenced & Locked or Paved Lot","14465000230","44659230000","3137 MARNICE PL "
"Vacant Lot","14468060230","44689115000","4246 W LABADIE AV "
"Vacant Lot","12000000170","20009170000","2931 PENNSYLVANIA AV "
"Garden Lot","11304000220","13049220000","3129 GEYER AV "
"Vacant Building","11504000050","15049050000","3244 MICHIGAN AV "
"Vacant Building","14448050440","44489220000","4553 LEXINGTON AV "
"Rehab","14391020060","43919190000","4876 CARTER AV "
"Vacant Building","14390300600","43909585000","4208 N EUCLID AV "
"Vacant Building","14350000170","43509170000","4700 GOODFELLOW BLVD "
"Fenced & Locked or Paved Lot","14369020030","43699025000","3800 UNION BLVD "
"Fenced & Locked or Paved Lot","11619000060","16199060000","3730 VIRGINIA AV "
"Fenced & Locked or Paved Lot","11266000015","12669015000","1416 MONTROSE AV "
"Northside Regeneration VL","12353000240","23539240000","2721 MADISON ST "
"Vacant Building","14445000080","44459080000","4300 NATURAL BRIDGE AV "
"Vacant Lot","14445000085","44459085000","3621 CLARENCE AV "
"Fenced & Locked or Paved Lot","14450150010","44509140000","4686 NATURAL BRIDGE AV "
"Vacant Lot","14445000095","44459095000","3609 CLARENCE AV "
"Fenced & Locked or Paved Lot","13793000360","37939360000","5123 MINERVA AV "
"Vacant Lot","13763050130","37639065000","772 N EUCLID AV "
"Vacant Lot","13773000400","37739400000","4711 VERNON AV "
"Vacant Lot","13773000470","37739470000","4727 VERNON AV "
"Fenced & Locked or Paved Lot","13575000060","35759060000","4140 PENROSE ST "
"Vacant Building","13554000540","35549540000","4305 ROSALIE ST "
"Vacant Lot","13350000320","33509320000","1911 E PRAIRIE AV "
"Vacant Lot","13350000330","33509330000","1915 E PRAIRIE AV "
"Vacant Building","12775000230","27759230000","3420 ITASKA ST "
"Vacant Building","13118000030","31189030000","7709 VULCAN ST "
"Vacant Lot","13100000170","31009170000","7612 VERMONT AV "
"Vacant Building","13012000100","30129100000","7016 PENNSYLVANIA AV "
"Fenced & Locked or Paved Lot","12264000330","22649330000","2339 RUTGER ST "
"Fenced & Locked or Paved Lot","14735000275","47359275000","5051 CONNECTICUT ST "
"Fenced & Locked or Paved Lot","12471000210","24719210000","1421 OBEAR AV "
"Vacant Building","11619000300","16199300000","3737 S COMPTON AV "
"Vacant Building","11620000080","16209080000","3832 VIRGINIA AV "
"Fenced & Locked or Paved Lot","11273000150","12739150000","3117 HICKORY ST "
"Vacant Lot","14622090220","46229185000","1929 FOREST AV "
"Vacant Lot","14618090180","46189155000","2037 SCHAEFFER PL "
"Ranken Tech","14559000055","45599055000","4431 FINNEY AV "
"Vacant Lot","14516010220","45169110000","2601 UNION BLVD "
"Vacant Building","14517050470","45179225000","5325 MAFFITT AV "
"Vacant Lot","11623000160","16239160000","3608 S COMPTON AV "
"Vacant Lot","11878000080","18789080000","1927 N GRAND BLVD "
"Vacant Lot","11878000090","18789090000","1911 N GRAND BLVD "
"Vacant Lot","11929000230","19299230000","4119 OBEAR AV "
"Vacant Lot","11999000070","19999070000","2900 PENNSYLVANIA AV "
"Vacant Lot","11273000030","12739030000","3136 LASALLE ST "
"Vacant Lot","11929000315","19299315000","3711 KOSSUTH AV "
"Vacant Building","11493000060","14939060000","3343 LOUISIANA AV "
"Vacant Lot","11274000240","12749240000","1215 S CARDINAL AV "
"Vacant Lot","11274000280","12749280000","3109 RUTGER ST "
"Vacant Building","11274000360","12749360000","3123 RUTGER ST "
"Vacant Lot","12435000110","24359110000","4238 N FLORISSANT AV "
"Vacant Lot","14670000070","46709070000","6802 SCANLAN AV "
"Fenced & Locked or Paved Lot","11276000395","12769395000","3139 PARK AV "
"Vacant Lot","11277000060","12779060000","3528 VISTA AV "
"Vacant Lot","11278010140","12789070000","3535 PARK AV "
"Ranken Tech","14559000030","45599030000","4464 COOK AV "
"Vacant Lot","14481090230","44819450000","3020 WALTON PL "
"Vacant Lot","14818000170","48189170000","6741 HOFFMAN AV "
"Vacant Lot","14825000125","48259125000","2820 SEMPLE AV "
"Fenced & Locked or Paved Lot","14824000015","48249015000","2724 BELT AV "
"Vacant Lot","11264000145","12649145000","2917 RUTGER ST "
"Vacant Lot","11268000290","12689290000","3036 N CARDINAL AV "
"Vacant Building","14544000090","45449090000","5842 CLEMENS AV "
"Vacant Lot","14532000410","45329410000","5547 WABADA AV "
"Vacant Lot","14534000010","45349010000","2714 BURD AV "
"Vacant Lot","14523000280","45239280000","2547 ARLINGTON AV "
"Vacant Lot","14500020220","45009260000","5053 TERRY AV "
"Vacant Lot","14506000055","45069055000","5224 LOTUS AV "
"Fenced & Locked or Paved Lot","14504000020","45049020000","5252 HIGHLAND AV "
"Vacant Lot","14497060140","44979355000","5163 ST LOUIS AV "
"Fenced & Locked or Paved Lot","14543000250","45439250000","5819 DELMAR BLVD "
"Vacant Lot","11929000385","19299385000","3729 KOSSUTH AV "
"Vacant Lot","11879000070","18799070000","3632 GARFIELD AV "
"Primary Highway Easement","14603060010","46039190000","1140 BLENDON PL "
"Vacant Lot","14578000220","45789220000","4401 OLIVE ST "
"Fenced & Locked or Paved Lot","14576000040","45769040000","4612 OLIVE ST "
"Vacant Lot","14581050033","45819025000","4390 OLIVE ST "
"Vacant Lot","14565000340","45659340000","3932 C D BANKS AV "
"Vacant Lot","14570000200","45709200000","4420 WEST BELLE PL "
"Vacant Building","14539000130","45399130000","5956 WEST CABANNE PL "
"Vacant Building","14541000030","45419030000","6048 CLEMENS AV "
"Vacant Lot","13818080030","38189150000","1408 TEMPLE PL "
"Fenced & Locked or Paved Lot","13821000050","38219050000","1420 ROWAN AV "
"Fenced & Locked or Paved Lot","13822060350","38229460000","5835 MINERVA AV "
"Fenced & Locked or Paved Lot","14232000050","42329050000","420 BLASE AV "
"Fenced & Locked or Paved Lot","14244030220","42449110000","8501 ORIOLE AV "
"Vacant Lot","13965000300","39659300000","921 S SARAH ST "
"Vacant Building","14014000200","40149200000","1347 DEVLIN ST "
"Rehab","14412030120","44129060000","4450 LEE AV "
"Fenced & Locked or Paved Lot","14350000092","43509092000","4120 GOODFELLOW BLVD "
"Vacant Building","14286060110","42869055000","8915 HALLS FERRY RD "
"Vacant Lot","13685000300","36859300000","1915 ANNIE MALONE DR "
"Vacant Lot","13560000115","35609115000","4532 POPE AV "
"Vacant Building","13573040300","35739610000","4309 LEE AV "
"Vacant Lot","13699180060","36999025000","1515 BILLUPS AV "
"Fenced & Locked or Paved Lot","13363000071","33639071000","5131 MCKISSOCK AV "
"Vacant Building","13799000170","37999170000","5314 RIDGE AV "
"Vacant Lot","13704000010","37049010000","4452 ST FERDINAND AV "
"Fenced & Locked or Paved Lot","13632000360","36329360000","3843 NORTH MARKET ST "
"Vacant Lot","13642000020","36429020000","3914 COTTAGE AV "
"Vacant Building","14801000030","48019030000","7201 SOUTHWEST AV "
"Green Space Proj/Habitat Rest","14822000170","48229170000","3030 BELT AV "
"Vacant Building","14753040380","47539225000","3242 REGAL PL "
"Fenced & Locked or Paved Lot","11761000020","17619020000","3156 TEXAS AV "
"Northside Regeneration VL","12353000175","23539175000","2707 MADISON ST "
"Vacant Building","13685000330","36859330000","1907 ANNIE MALONE DR "
"Vacant Building","11258000040","12589040000","2808 RUTGER ST "
"Vacant Lot","12434020160","24349150000","4207 N FLORISSANT AV "
"Vacant Lot","11260000030","12609030000","2814 LASALLE ST "
"Vacant Lot","11999000010","19999010000","2926 PENNSYLVANIA AV "
"Vacant Lot","14427000040","44279040000","4116 RED BUD AV "
"Vacant Lot","14441070320","44419175000","4145 LEXINGTON AV "
"Fenced & Locked or Paved Lot","14441070360","44419195000","4157 LEXINGTON AV "
"Fenced & Locked or Paved Lot","10800000080","08009080000","2300 S 12TH ST "
"Fenced & Locked or Paved Lot","14831000220","48319220000","7031 GLADES AV "
"Vacant Lot","14838000405","48389405000","5053 ENRIGHT AV "
"Vacant Lot","14839000550","48399550000","5091 KENSINGTON AV "
"Vacant Building","14824000540","48249540000","2803 SEMPLE AV "
"Vacant Lot","14570000081","45709081000","4460 WEST BELLE PL "
"Vacant Lot","12434020060","24349100000","4220 N 22ND ST "
"Fenced & Locked or Paved Lot","11255000195","12559195000","1425 DOLMAN ST "
"Vacant Building","14295040290","42959135000","8521 CONDUIT DR "
"Vacant Lot","12470000100","24709100000","1412 GANO AV "
"Fenced & Locked or Paved Lot","10792000010","07929010000","2700 S 12TH ST "
"Fenced & Locked or Paved Lot","11255000210","12559210000","1429 DOLMAN ST "
"Fenced & Locked or Paved Lot","10805000170","08059170000","2351 S 11TH ST "
"Vacant Building","14517060260","45179525000","5323 NORTHLAND AV "
"Fenced & Locked or Paved Lot","14543000140","45439140000","5830 ENRIGHT AV "
"Vacant Building","14546000380","45469380000","5705 CLEMENS AV "
"Vacant Lot","14500020130","45009215000","2847 N KINGSHIGHWAY MEMORIAL BLVD "
"Fenced & Locked or Paved Lot","11876000090","18769090000","2437 N GRAND BLVD "
"Vacant Lot","14469050420","44699210000","4451 LABADIE AV "
"Vacant Building","14467030330","44679165000","3137 WHITTIER ST "
"Vacant Building","11624000230","16249230000","3617 MINNESOTA AV "
"Vacant Lot","11880000100","18809100000","3628 COTE BRILLIANTE AV "
"Fenced & Locked or Paved Lot","12125000348","21259348000","3669 FOLSOM AV "
"Vacant Building","11624000310","16249310000","3639 MINNESOTA AV "
"Vacant Lot","14460000245","44609245000","3400 MARCUS AV "
"Vacant Lot","14391110340","43919665000","4819 ANDERSON AV "
"Vacant Lot","14468060060","44689030000","4340 W LABADIE AV "
"Vacant Building","11503000110","15039110000","3322 MICHIGAN AV "
"Rehab","14408010240","44089275000","4611 NATURAL BRIDGE AV "
"Vacant Lot","14408010330","44089320000","4645 NATURAL BRIDGE AV "
"Vacant Building","14393010150","43939395000","5414 N EUCLID AV "
"Demolition","14160000030","41609030000","4156 CONNECTICUT ST "
"Fenced & Locked or Paved Lot","13910060650","39109450000","4238 WESTMINSTER PL "
"Vacant Lot","13796000140","37969140000","5344 THEODOSIA AV "
"Vacant Lot","13776000090","37769090000","4510 DR MARTIN LUTHER KING DR "
"Vacant Lot","14050050430","40509235000","2733 DALTON AV "
"Fenced & Locked or Paved Lot","13920000170","39209170000","3935 LACLEDE AV "
"Fenced & Locked or Paved Lot","13950000070","39509070000","516 S VANDEVENTER AV "
"Vacant Lot","13833180350","38339130000","5933 JULIAN AV "
"Vacant Lot","13833180360","38339135000","5937 JULIAN AV "
"Vacant Lot","13837000010","38379010000","1464 HODIAMONT AV "
"Fenced & Locked or Paved Lot","13835050180","38359080000","5930 RIDGE AV "
"Vacant Building","13835050220","38359100000","5916 RIDGE AV "
"Vacant Lot","13837000250","38379250000","5923 WELLS AV "
"Vacant Lot","13830020160","38309210000","6017 SUBURBAN AV "
"Playground","13830020170","38309215000","6019 SUBURBAN AV "
"Vacant Lot","13833180460","38339175000","1267 AMHERST PL "
"Vacant Building","13816090220","38169405000","1317 SHAWMUT PL "
"Vacant Lot","13828000130","38289130000","5856 BARTMER AV "
"Vacant Lot","13662000220","36629220000","1817 N SARAH ST "
"Vacant Building","13656000120","36569120000","4016 GARFIELD AV "
"Vacant Lot","13651010390","36519190000","4053 KENNERLY AV "
"Vacant Lot","13643000220","36439220000","3912 LINCOLN AV "
"Vacant Lot","13619000450","36199450000","3117 VINE GROVE AV "
"Vacant Lot","13624000310","36249310000","3143 N SARAH ST "
"Vacant Lot","13629010250","36299125000","3803 KENNERLY AV "
"Vacant Building","13913020280","39139340000","4225 MARYLAND AV "
"Fenced & Locked or Paved Lot","13909000150","39099150000","4332 MCPHERSON AV "
"Fenced & Locked or Paved Lot","13816100110","38169485000","1344 SHAWMUT PL "
"Vacant Lot","13810000210","38109210000","5540 ETZEL AV "
"Vacant Lot","13815070130","38159065000","1246 BLACKSTONE AV "
"Vacant Building","13793000050","37939050000","5232 RIDGE AV "
"Fenced & Locked or Paved Lot","13804000170","38049170000","1491 ARLINGTON AV "
"Vacant Lot","13790000400","37909400000","5039 MINERVA AV "
"Vacant Lot","13793000220","37939220000","5130 RIDGE AV "
"Vacant Lot","13796000340","37969340000","5331 DR MARTIN LUTHER KING DR "
"Vacant Building","13763050140","37639070000","776 N EUCLID AV "
"Vacant Lot","13785000300","37859300000","1317 BAYARD AV "
"Vacant Lot","13873000500","38739500000","5500 LINDELL BLVD "
"Vacant Lot","13818070290","38189135000","1401 TEMPLE PL "
"Fenced & Locked or Paved Lot","13822060370","38229470000","5841 MINERVA AV "
"Vacant Lot","13836000550","38369550000","1443 AMHERST TER "
"Vacant Building","13703000460","37039460000","1918 N TAYLOR AV "
"Fenced & Locked or Paved Lot","13947000050","39479050000","700 S VANDEVENTER AV "
"Vacant Lot","12471000010","24719010000","1446 JOHN AV "
"Vacant Building","12575000080","25759080000","3918 LOUISIANA AV "
"Fenced & Locked or Paved Lot","11929000040","19299040000","4126 GANO AV "
"Fenced & Locked or Paved Lot","11929000060","19299060000","4132 GANO AV "
"Vacant Building","12076000190","20769190000","2600 OREGON AV "
"Fenced & Locked or Paved Lot","12099000320","20999320000","3617 WYOMING ST "
"Vacant Lot","13655000300","36559300000","4027 GARFIELD AV "
"Vacant Building","14232000090","42329090000","406 BLASE AV "
"MSD Water Management","14244030210","42449105000","8501 ORIOLE AV "
"Vacant Lot","14250000290","42509290000","1061 GARTH AV "
"Fenced & Locked or Paved Lot","13694000270","36949270000","4319 ST FERDINAND AV "
"Vacant Lot","12993000230","29939230000","5205 VERNON AV "
"Vacant Lot","13619000350","36199350000","4344 ASHLAND AV "
"Vacant Lot","12389000130","23899130000","3704 HEBERT ST "
"Fenced & Locked or Paved Lot","14467040530","44679585000","3031 ROLLA PL "
"Vacant Lot","14479000060","44799060000","4812 LABADIE AV "
"Fenced & Locked or Paved Lot","14583000383","45839383000","4289 OLIVE ST "
"MSD Water Management","14823000230","48239230000","3027 ARLINGTON AV "
"MSD Water Management","14823000240","48239240000","3023 ARLINGTON AV "
"Vacant Lot","14823000310","48239310000","5401 ST LOUIS AV "
"Vacant Lot","14824000040","48249040000","2728 BELT AV "
"Vacant Building","11618000290","16189290000","3633 S COMPTON AV "
"Vacant Building","11762000130","17629130000","3848 MARINE AV "
"Vacant Lot","15125000430","51259430000","5411 PLOVER AV "
"Vacant Lot","15137000090","51379090000","5562 RIVERVIEW BLVD "
"Vacant Building","15124000290","51249290000","5465 THRUSH AV "
"Vacant Building","15127000445","51279445000","5755 THEKLA AV "
"Vacant Lot","15129000310","51299310000","5439 ORIOLE AV "
"Vacant Building","15123000070","51239070000","5226 GILMORE AV "
"Vacant Building","15123000190","51239190000","5270 GILMORE AV "
"Vacant Lot","11926000230","19269230000","3229 HARPER ST "
"Fenced & Locked or Paved Lot","10769000020","07699020000","2728 S 2ND ST "
"Vacant Building","10778000020","07789020000","2108 S 9TH ST "
"Vacant Lot","12433000270","24339270000","4325 STRODTMAN PL "
"Vacant Building","15087000660","50879660000","5011 GERALDINE AV "
"Primary Highway Easement","15089000010","50899010000","4508 CLAXTON AV "
"Fenced & Locked or Paved Lot","15114010110","51149055000","4218 CHOUTEAU AV "
"Vacant Lot","12435000100","24359100000","4234 N FLORISSANT AV "
"Fenced & Locked or Paved Lot","11269000085","12699085000","3008 HICKORY ST "
"Vacant Lot","11273000010","12739010000","3144 LASALLE ST "
"Vacant Building","11620000070","16209070000","3834 VIRGINIA AV "
"Vacant Building","11997000140","19979140000","2921 CALIFORNIA AV "
"Vacant Lot","11997000160","19979160000","2927 CALIFORNIA AV "
"Vacant Lot","12471000090","24719090000","1410 JOHN AV "
"Vacant Building","11625000300","16259300000","3741 MINNESOTA AV "
"Vacant Lot","13399000125","33999125000","1958 E WARNE AV "
"Vacant Lot","13587000720","35879720000","3935 SHERMAN PL "
"Vacant Building","13555020120","35559110000","4642 CARRIE AV "
"Vacant Lot","13310000320","33109320000","4902 N 20TH ST "
"Fenced & Locked or Paved Lot","13351000100","33519100000","2032 DESOTO AV "
"Vacant Lot","12913000040","29139040000","6102 MICHIGAN AV "
"Fenced & Locked or Paved Lot","13700000240","37009240000","4413 DR MARTIN LUTHER KING DR "
"Vacant Building","13695000200","36959200000","4315 NORTH MARKET ST "
"Vacant Building","13921000180","39219180000","3914 LINDELL BLVD "
"Fenced & Locked or Paved Lot","13921000220","39219220000","3909 WEST PINE BLVD "
"Vacant Building","14293000170","42939170000","8439 LOWELL ST "
"Fenced & Locked or Paved Lot","13804000165","38049165000","1493 ARLINGTON AV "
"Fenced & Locked or Paved Lot","13804000190","38049190000","1479 ARLINGTON AV "
"Vacant Lot","13804000220","38049220000","1469 ARLINGTON AV "
"Vacant Lot","13799000490","37999490000","1374 ARLINGTON AV "
"Vacant Lot","13776000100","37769100000","4504 DR MARTIN LUTHER KING DR "
"Vacant Building","13793000190","37939190000","5140 RIDGE AV "
"Fenced & Locked or Paved Lot","13796000260","37969260000","1531 UNION BLVD "
"Vacant Lot","14022000110","40229110000","1725 JANUARY AV "
"Vacant Lot","13863180530","38639195000","5713 CABANNE AV "
"Vacant Building","13856000150","38569150000","943 BEACH AV "
"Vacant Lot","13827000180","38279180000","5817 BARTMER AV "
"Vacant Lot","13837000140","38379140000","5938 DR MARTIN LUTHER KING DR "
"Vacant Lot","13837000190","38379190000","1465 HAMILTON BLVD "
"Vacant Building","13814040190","38149150000","5739 ETZEL AV "
"Fenced & Locked or Paved Lot","13837000290","38379290000","5937 WELLS AV "
"Fenced & Locked or Paved Lot","13822060520","38229545000","5891 MINERVA AV "
"Fenced & Locked or Paved Lot","13807070026","38079010000","1355 GRANVILLE PL "
"Vacant Building","13816090210","38169400000","1319 SHAWMUT PL "
"Vacant Lot","13646000320","36469320000","3939 ST LOUIS AV "
"Vacant Lot","13651020010","36519210000","4068 KENNERLY AV "
"Vacant Lot","13619000440","36199440000","3119 VINE GROVE AV "
"Vacant Lot","13651020050","36519230000","4052 KENNERLY AV "
"Vacant Building","13814040310","38149200000","1244 GOODFELLOW BLVD "
"Vacant Lot","13803040220","38039255000","1435 SEMPLE AV "
"Vacant Lot","13807070170","38079085000","1395 GRANVILLE PL "
"Vacant Lot","13793000100","37939100000","5212 RIDGE AV "
"Fenced & Locked or Paved Lot","13796000320","37969320000","5315 DR MARTIN LUTHER KING DR "
"Vacant Lot","13790000450","37909450000","5053 MINERVA AV "
"Vacant Lot","13785000170","37859170000","4862 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","13790000500","37909500000","5065 MINERVA AV "
"Vacant Lot","13770000560","37709560000","4847 FOUNTAIN AV "
"Vacant Building","13773000380","37739380000","4707 VERNON AV "
"Vacant Lot","13773000430","37739430000","4717 VERNON AV "
