"CATEGORY","HANDLE","PARCELID","PROPERTYADDRESS"
"Vacant Lot","13587000790","35879790000","4130 WARNE AV "
"Vacant Lot","13587000800","35879800000","4132 WARNE AV "
"Vacant Lot","13351000330","33519330000","2041 E PRAIRIE AV "
"Vacant Lot","13357000020","33579020000","2172 LINTON AV "
"Vacant Lot","13719000420","37199420000","4587 GARFIELD AV "
"Vacant Lot","13719000440","37199440000","4593 GARFIELD AV "
"Vacant Lot","14425000410","44259410000","4130 CLARENCE AV "
"Vacant Building","14461000050","44619050000","3048 MARCUS AV "
"Vacant Building","14412030620","44129265000","4120 CAMELLIA AV "
"Vacant Building","14498000140","44989140000","5233 TERRY AV "
"Vacant Building","14498000160","44989160000","5237 TERRY AV "
"Vacant Lot","14465000410","44659410000","3033 MARNICE PL "
"Vacant Building","14505000480","45059480000","5016 WABADA AV "
"Fenced & Locked or Paved Lot","14511000290","45119290000","5221 THEODOSIA AV "
"Vacant Building","14515000090","45159090000","5356 WABADA AV "
"Vacant Building","14499060316","44999430000","2811 NORWOOD AV "
"Vacant Lot","11648000060","16489060000","3601 S JEFFERSON AV "
"Vacant Lot","14468060260","44689130000","4238 W LABADIE AV "
"Vacant Lot","14468060310","44689155000","4226 W LABADIE AV "
"Vacant Lot","14477010540","44779265000","4829 HAMMETT PL "
"Vacant Lot","14478000080","44789080000","4816 MAFFITT AV "
"Vacant Building","12008000020","20089020000","2120 WASHINGTON AV "
"Sensient Colors","12365000180","23659180000","2629 MONTGOMERY ST "
"Vacant Lot","11547000045","15479045000","3562 S BROADWAY "
"Sensient Colors","12366000140","23669140000","2701 ELLIOTT AV "
"Northside Regeneration VB","11886000610","18869610000","3223 MAGAZINE ST "
"Vacant Building","14187000630","41879630000","3460 GUSTINE AV "
"Vacant Lot","14413000110","44139110000","4478 PENROSE ST "
"Vacant Building","14294000060","42949060000","8524 N BROADWAY "
"Vacant Building","14247010090","42479045000","1284 SELLS AV "
"Vacant Lot","14248050050","42489025000","1108 MCLARAN AV "
"Vacant Building","14287040070","42879180000","8918 HALLS FERRY RD "
"MSD Water Management","14244040400","42449315000","8511 PARTRIDGE AV "
"Vacant Lot","14240000300","42409300000","1027 SWITZER AV "
"Northside Regeneration VL","12330000090","23309090000","1830 N 22ND ST "
"Vacant Lot","12397000200","23979200000","4007 VEST AV "
"Fenced & Locked or Paved Lot","14394020013","43949095000","4752 W FLORISSANT AV "
"Vacant Building","14406010210","44069105000","4637 MARGARETTA AV "
"Vacant Lot","14403250100","44039170000","4436 SEXAUER AV "
"Fenced & Locked or Paved Lot","14125000030","41259030000","4264 OLEATHA AV "
"Vacant Lot","13643000260","36439260000","3904 LINCOLN AV "
"Northside Regeneration VL","10997000110","09979110000","2800 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","10426000018","04269018000","311 S 9TH ST "
"Northside Regeneration VL","11000000010","10009010000","2836 DAYTON ST "
"Vacant Building","11554000110","15549110000","3432 ILLINOIS AV "
"Vacant Lot","11887000440","18879440000","1901 LAFLIN ST "
"Vacant Lot","10974000075","09749070001",""
"Vacant Building","15186000060","51869060000","3846 SULLIVAN AV "
"Fenced & Locked or Paved Lot","15262000420","52629420000","4922 HARNEY AV "
"Vacant Lot","15200000420","52009420000","5610 KENNERLY AV "
"Fenced & Locked or Paved Lot","14901000172","49019172000","5005 LINDELL BLVD "
"Fenced & Locked or Paved Lot","14899000160","48999160000","4025 GREEN LEA PL "
"Fenced & Locked or Paved Lot","14862000205","48629205000","5319 BARTMER AV "
"Fenced & Locked or Paved Lot","14842000540","48429540000","5187 KENSINGTON AV "
"Vacant Building","14856130010","48569005000","6045 DELMAR BLVD "
"Vacant Building","14843000490","48439490000","5155 ENRIGHT AV "
"Vacant Lot","14842000376","48429376000","5137 KENSINGTON AV "
"Fenced & Locked or Paved Lot","14841000295","48419295000","5109 CATES AV "
"Vacant Building","14841000320","48419320000","5119 CATES AV "
"Fenced & Locked or Paved Lot","14873000460","48739460000","4175 ENRIGHT AV "
"Vacant Lot","14874000460","48749460000","4149 DELMAR BLVD "
"Garden Lot","14865000120","48659120000","5664 CHAMBERLAIN AV "
"Vacant Building","15142000180","51429180000","5464 QUEENS AV "
"Vacant Building","15140000310","51409310000","5373 N KINGSHIGHWAY BLVD "
"Vacant Lot","15128000060","51289060000","5422 ORIOLE AV "
"Vacant Lot","15087000590","50879590000","5041 GERALDINE AV "
"Vacant Lot","15086000190","50869190000","5060 GERALDINE AV "
"Vacant Lot","15087000410","50879410000","5091 GERALDINE AV "
"Vacant Building","15085000130","50859130000","5340 GERALDINE AV "
"Vacant Lot","15086000260","50869260000","5076 GERALDINE AV "
"Vacant Lot","15082000320","50829320000","5471 UNION BLVD "
"Vacant Lot","15081000090","50819090000","5434 UNION BLVD "
"Vacant Lot","15053000390","50539390000","4627 MCMILLAN AV "
"Vacant Lot","15051010160","50519075000","5070 DELMAR BLVD "
"Vacant Building","15037000080","50379080000","4216 W FARLIN AV "
"Vacant Lot","14991000540","49919540000","5871 THEODOSIA AV "
"Fenced & Locked or Paved Lot","14993000010","49939010000","5896 WABADA AV "
"Vacant Lot","10975000370","09759370000","2735 JAMES COOL PAPA BELL AV "
"Vacant Lot","15111000080","51119080000","4442 CHOUTEAU AV "
"Vacant Building","15104000030","51049030000","7408 CANTERBURY AV "
"Vacant Lot","15086000160","50869160000","5054 GERALDINE AV "
"Vacant Lot","15088000540","50889540000","5035 UNION BLVD "
"Vacant Lot","15088000542","50889542000","5031 UNION BLVD "
"Vacant Building","15086000370","50869370000","5095 RUSKIN AV "
"Vacant Lot","15075000055","50759055000","1568 IRVING AV "
"Fenced & Locked or Paved Lot","15075000075","50759075000","6110 COTE BRILLIANTE AV "
"Vacant Building","15081000290","50819290000","5461 GERALDINE AV "
"Vacant Building","15081000180","50819180000","5462 UNION BLVD "
"Vacant Lot","15083000470","50839470000","5319 UNION BLVD "
"Fenced & Locked or Paved Lot","15079000030","50799030000","6111 KENNERLY AV "
"Fenced & Locked or Paved Lot","15044000550","50449550000","1100 S KINGSHIGHWAY BLVD "
"Northside Regeneration VL","10976000130","09769130000","2704 JAMES COOL PAPA BELL AV "
"Vacant Building","10976000170","09769170000","2705 DAYTON ST "
"Northside Regeneration VL","10978000010","09789010000","2742 GAMBLE ST "
"Northside Regeneration VL","10978000020","09789020000","2740 GAMBLE ST "
"Vacant Lot","13719000450","37199450000","4595 GARFIELD AV "
"Vacant Lot","13780000590","37809590000","4755 COTE BRILLIANTE AV "
"Vacant Lot","13837000370","38379370000","5981 WELLS AV "
"Fenced & Locked or Paved Lot","14233000110","42339110000","7715 FORDEY ST "
"Vacant Lot","14412030650","44129280000","4126 CAMELLIA AV "
"Vacant Lot","14498000240","44989240000","5261 TERRY AV "
"Vacant Building","14499060360","44999455000","5123 MAFFITT AV "
"Vacant Lot","14493020060","44939240000","4942 ST LOUIS AV "
"Vacant Lot","14454000330","44549330000","4857 PALM ST "
"Vacant Building","14463000140","44639140000","4424 ASHLAND AV "
"Vacant Building","14463000170","44639170000","4418 ASHLAND AV "
"Vacant Building","12111000015","21119015000","3664 SHENANDOAH AV "
"Vacant Building","12420000220","24209220000","2305 ANGELICA ST "
"Fenced & Locked or Paved Lot","12566000100","25669100000","3918 IOWA AV "
"Vacant Building","14487050010","44879005000","4860 WABADA AV "
"Vacant Building","14493020140","44939280000","4920 ST LOUIS AV "
"Vacant Building","14481030350","44819180000","3067 MARCUS AV "
"Vacant Lot","14499050090","44999045000","5156 ST LOUIS AV "
"Vacant Lot","14484050100","44849050000","4830 LABADIE AV "
"Vacant Lot","14484060020","44849110000","4868 ST LOUIS AV "
"Vacant Lot","14472000080","44729080000","4646 ST FERDINAND AV "
"Vacant Building","14472000130","44729130000","4634 ST FERDINAND AV "
"Vacant Lot","14484060100","44849150000","4848 ST LOUIS AV "
"Fenced & Locked or Paved Lot","14465000480","44659480000","4253 W LABADIE AV "
"Vacant Lot","14472000250","44729250000","4641 NORTH MARKET ST "
"Vacant Building","14473000060","44739060000","4635 LEDUC ST "
"Vacant Building","14467030530","44679265000","3033 WHITTIER ST "
"Vacant Lot","14468060560","44689225000","4319 ST LOUIS AV "
"Vacant Lot","14469060060","44699330000","4458 LABADIE AV "
"Vacant Lot","14469060080","44699340000","4454 LABADIE AV "
"Vacant Lot","14468060615","44689255000","4335 W ST LOUIS AV "
"Vacant Lot","14383170100","43839230000","4136 CLARA PL "
"Vacant Building","14389020360","43899465000","4827 FARLIN AV "
"Vacant Lot","14440100290","44409690000","4231 W ASHLAND AV "
"Vacant Building","14428000410","44289410000","4211 KOSSUTH AV "
"Vacant Lot","14440070420","44409195000","4163 ASHLAND AV "
"Vacant Building","14413000030","44139030000","4494 PENROSE ST "
"Vacant Building","14416050280","44169140000","4429 ANDERSON AV "
"Vacant Building","14416170380","44169725000","4423 PENROSE ST "
"Garden Lot","14416170385","44169730000","4427 PENROSE ST "
"Vacant Building","14253000120","42539120000","8408 CHURCH RD "
"Vacant Lot","14287030130","42879065000","1200 CANAAN AV "
"Rehab","12420000140","24209140000","2209 ANGELICA ST "
"Vacant Lot","11887000270","18879270000","1916 COLEMAN ST "
"Vacant Lot","11006000300","10069300000","2925 DAYTON ST "
"Northside Regeneration VL","11007000100","10079100000","1220 N GARRISON AV "
"Fenced & Locked or Paved Lot","11008000260","10089260000","2947 DR MARTIN LUTHER KING DR "
"Vacant Lot","11647000075","16479075000","3617 TEXAS AV "
"Vacant Lot","10980060040","09809170000","2717 DR MARTIN LUTHER KING DR "
"Northside Regeneration VL","10981000090","09819090000","2700 DR MARTIN LUTHER KING DR "
"Vacant Lot","12438050090","24389055000","4256 19TH ST "
"Vacant Lot","12438050100","24389060000","4262 19TH ST "
"Vacant Lot","12476000080","24769080000","2024 GANO AV "
"Vacant Building","12476000090","24769090000","2020 GANO AV "
"Fenced & Locked or Paved Lot","11547000150","15479150000","3550 MARINE AV "
"Garden Lot","10983000040","09839040000","2736 DR SAMUEL T SHEPARD DR "
"Vacant Lot","10983000130","09839130000","2700 DR SAMUEL T SHEPARD DR "
"Northside Regeneration VL","10999000140","09999140000","2808 GAMBLE ST "
"Vacant Building","10999000190","09999190000","2807 STODDARD ST "
"Vacant Building","11000000250","10009250000","2827 GAMBLE ST "
"MSD Water Management","14518000330","45189330000","3029 ABNER PL "
"Vacant Lot","14520000100","45209100000","3332 SEMPLE AV "
"Vacant Lot","14515000050","45159050000","5366 WABADA AV "
"Vacant Building","14513020190","45139390000","5322 COTE BRILLIANTE AV "
"Vacant Lot","14516110030","45169290000","2522 ARLINGTON AV "
"Fenced & Locked or Paved Lot","14505000250","45059250000","5132 WABADA AV "
"Sensient Colors","12367000130","23679130000","2800 ST LOUIS AV "
"Vacant Lot","12397000070","23979070000","3922 PARNELL ST "
"Vacant Building","14505000280","45059280000","5122 WABADA AV "
"Vacant Lot","14505000330","45059330000","5106 WABADA AV "
"Northside Regeneration VL","11007000050","10079050000","2945 GAMBLE ST "
"Northside Regeneration VL","11008000070","10089070000","2900 GAMBLE ST "
"Fenced & Locked or Paved Lot","13837000330","38379330000","5969 WELLS AV "
"Vacant Lot","14478000090","44789090000","4814 MAFFITT AV "
"Vacant Lot","14435000100","44359100000","4212 KOSSUTH AV "
"Vacant Lot","14465000420","44659420000","3031 MARNICE PL "
"Vacant Lot","14394010140","43949070000","5466 N EUCLID AV "
"Vacant Lot","14253000100","42539100000","8405 HALLS FERRY RD "
"Vacant Lot","11887000470","18879470000","1823 LAFLIN ST "
"Vacant Lot","11818000356","18189356000","2727 CAROLINE ST "
"Vacant Lot","12439050020","24399010000","4232 BLAIR AV "
"Vacant Building","12439050030","24399015000","4234 BLAIR AV "
"Fenced & Locked or Paved Lot","12439050040","24399020000","4236 BLAIR AV "
"Vacant Lot","12718000010","27189010000","4548 NEBRASKA AV "
"Vacant Building","12330000190","23309190000","1825 RAUSCHENBACH AV "
"Fenced & Locked or Paved Lot","12439050080","24399040000","4246 BLAIR AV "
"Fenced & Locked or Paved Lot","12439050085","24399045000","4248 BLAIR AV "
"Vacant Lot","11887000590","18879590000","3129 MAGAZINE ST "
"Rehab","12167000010","21679010000","3436 VISTA AV "
"Fenced & Locked or Paved Lot","11023030130","10239025000","3029 WASHINGTON BLVD "
"Northside Regeneration VL","11888000040","18889040000","1824 LAFLIN ST "
"Vacant Lot","11023040140","10239110000","3103 WASHINGTON BLVD "
"Vacant Lot","11024000120","10249120000","3035 DR SAMUEL T SHEPARD DR "
"Vacant Building","11651000250","16519250000","3829 INDIANA AV "
"Vacant Lot","11012000030","10129030000","2932 DR SAMUEL T SHEPARD DR "
"Fenced & Locked or Paved Lot","12609000100","26099100000","2212 MONTANA ST "
"Fenced & Locked or Paved Lot","14465000470","44659470000","4249 W LABADIE AV "
"Vacant Lot","14472000150","44729150000","4628 ST FERDINAND AV "
"Vacant Lot","14472000260","44729260000","4647 NORTH MARKET ST "
"Vacant Lot","14477020110","44779325000","4808 NORTHLAND AV "
"Vacant Building","14477020120","44779330000","4804 NORTHLAND AV "
"Vacant Lot","14477020140","44779340000","4776 NORTHLAND AV "
"Fenced & Locked or Paved Lot","11009050020","10099015000","2932 DR MARTIN LUTHER KING DR "
"Vacant Lot","13821030045","38219340000","1428 LAUREL ST "
"Vacant Lot","13821030060","38219350000","1432 LAUREL ST "
"Vacant Lot","13823030160","38239080000","1343 GOODFELLOW BLVD "
"Vacant Lot","13833180610","38339245000","1264 AMHERST PL "
"Vacant Lot","14506000235","45069235000","5036 LOTUS AV "
"Vacant Building","14441090110","44419375000","4205 LEXINGTON AV "
"Vacant Building","14445000280","44459280000","3618 N NEWSTEAD AV "
"Vacant Lot","14461000030","44619030000","3042 MARCUS AV "
"Vacant Lot","14416170170","44169615000","4452 BESSIE AV "
"Vacant Building","12566000220","25669220000","3917 OHIO AV "
"Vacant Lot","12676000310","26769310000","2839 OSCEOLA ST "
"Vacant Lot","12111000180","21119180000","2317 S GRAND BLVD "
"Vacant Lot","14248050190","42489095000","1019 SELLS AV "
"Vacant Lot","14235000020","42359020000","914 CHRISTIAN AV "
"Vacant Building","14235000040","42359040000","7853 N BROADWAY "
"Vacant Lot","14220000260","42209260000","7515 ALTMAN ST "
"Northside Regeneration VL","12369000050","23699050000","2615 UNIVERSITY ST "
"Vacant Lot","14116000200","41169200000","4231 THOLOZAN AV "
"Vacant Building","14131000170","41319170000","5970 BARTMER AV "
"Vacant Lot","14054020260","40549405000","1200 SUBLETTE AV "
"Vacant Lot","13643000240","36439240000","3908 LINCOLN AV "
"Vacant Lot","11553000380","15539380000","2019 MIAMI ST "
"Northside Regeneration VL","11000000030","10009030000","2832 DAYTON ST "
"Vacant Building","11000000050","10009050000","2826 DAYTON ST "
"Northside Regeneration VB","11000000110","10009110000","2808 DAYTON ST "
"Vacant Lot","12397000150","23979150000","3904 GLASGOW AV "
"Vacant Lot","13555020220","35559170000","4639 POPE AV "
"Vacant Building","13651020150","36519280000","4020 KENNERLY AV "
"Fenced & Locked or Paved Lot","13771000300","37719300000","1237 WALTON AV "
"Vacant Building","14499050030","44999015000","5214 ST LOUIS AV "
"Fenced & Locked or Paved Lot","14469060180","44699400000","4401 ST LOUIS AV "
"Vacant Lot","14469060270","44699450000","4459 ST LOUIS AV "
"Vacant Lot","14473000030","44739030000","4644 NORTH MARKET ST "
"Vacant Lot","14466000160","44669160000","4268 ASHLAND AV "
"Vacant Lot","14463000160","44639160000","4420 ASHLAND AV "
"Vacant Lot","11887000430","18879430000","1905 LAFLIN ST "
"Fenced & Locked or Paved Lot","12477000100","24779100000","2022 JOHN AV "
"Vacant Lot","14499050060","44999030000","5206 ST LOUIS AV "
"Vacant Building","14491020300","44919315000","4923 HIGHLAND AV "
"Vacant Lot","14479000430","44799430000","4751 ST LOUIS AV "
"Vacant Building","14493020160","44939290000","4916 ST LOUIS AV "
"Vacant Lot","14484050200","44849080000","2858 N EUCLID AV "
"Vacant Lot","14484060105","44849155000","4846 ST LOUIS AV "
"Vacant Building","14477020030","44779285000","4828 NORTHLAND AV "
"Vacant Building","14477020050","44779295000","4824 NORTHLAND AV "
"Vacant Lot","14465000520","44659520000","4305 W LABADIE AV "
"Fenced & Locked or Paved Lot","14472000180","44729180000","2407 CORA AV "
"Vacant Building","14477020160","44779350000","4772 NORTHLAND AV "
"Vacant Lot","14472000300","44729300000","2400 MARCUS AV "
"Vacant Building","14469060090","44699345000","4450 LABADIE AV "
"Vacant Lot","14467040050","44679350000","3028 NEW ASHLAND PL "
"Vacant Lot","14478000300","44789300000","4730 MAFFITT AV "
"Vacant Lot","14480000010","44809010000","4856 GREER AV "
"Vacant Building","14467030510","44679255000","3039 WHITTIER ST "
"Vacant Lot","14468060620","44689260000","4337 W ST LOUIS AV "
"Vacant Lot","14462060490","44629545000","3118 CORA AV "
"Rehab","13780000560","37809560000","4743 COTE BRILLIANTE AV "
"Vacant Building","14391020380","43919355000","4833 CALVIN AV "
"Vacant Building","14383170061","43839220000","4122 CLARA PL "
"Vacant Building","13727000540","37279540000","1428 N NEWSTEAD AV "
"Fenced & Locked or Paved Lot","13736000220","37369220000","1205 REDD FOXX LA "
"Vacant Building","13668000260","36689260000","4135 MAFFITT AV "
"Vacant Building","14321060290","43219290000","1663 MCLARAN AV "
"Vacant Building","14246000130","42469130000","8321 NEWBY ST "
"Vacant Building","14413000770","44139770000","4491 LEE AV "
